0.6772045567631721,0.09012794663211456,135,2_tanh_2_tanh_3
0.6783459708094597,0.0918740018775343,113,2_tanh_2_tanh_4
0.34856777638196945,0.1477102905402245,359,2_tanh_2_tanh_5
0.3690199498087168,0.16476514252521274,312,2_tanh_2_tanh_6
0.4239028971642256,0.16722434420344637,284,2_tanh_2_tanh_7
0.6503590643405914,0.07805251590758264,146,2_tanh_2_tanh_8
0.42051835358142853,0.140292272365749,285,2_tanh_2_tanh_9
0.3889869269914925,0.13226701546073907,271,2_tanh_2_tanh_10
0.6391184628009796,0.10273877040749944,158,2_tanh_2_tanh_12
0.388285169377923,0.057986607588063156,296,2_tanh_2_tanh_14
0.5951212123036385,0.09822109916023011,190,2_tanh_2_tanh_16
0.40004486963152885,0.013621673697781587,303,2_tanh_2_tanh_18
0.5390482991933823,0.11441657414217117,299,2_tanh_2_tanh_20
0.3933594301342964,0.003209502436064848,288,2_tanh_2_tanh_25
0.3918522521853447,0.006683991273908622,266,2_tanh_2_tanh_30
0.3909544497728348,0.007309281243880797,255,2_tanh_2_tanh_35
0.5373230651021004,0.044017335569116314,246,2_tanh_2_tanh_40
0.44968025386333466,0.04276218476863692,220,2_tanh_2_tanh_45
0.40280409529805183,0.030043473550981404,245,2_tanh_2_tanh_50
0.528156079351902,0.15514420424184483,195,2_tanh_3_tanh_3
0.4009488672018051,0.1435459914706897,309,2_tanh_3_tanh_4
0.23602796904742718,0.057343663140611706,348,2_tanh_3_tanh_5
0.45875411480665207,0.17224761389269286,230,2_tanh_3_tanh_6
0.30741012655198574,0.030755761059150555,307,2_tanh_3_tanh_7
0.6542502865195274,0.07862868144510549,126,2_tanh_3_tanh_8
0.30845474265515804,0.13774569410631352,340,2_tanh_3_tanh_9
0.2763590672984719,0.08115211224941503,322,2_tanh_3_tanh_10
0.2430819422006607,0.07404375269333265,379,2_tanh_3_tanh_12
0.3335602581501007,0.04884503863596225,304,2_tanh_3_tanh_14
0.5908626839518547,0.06713533180444883,172,2_tanh_3_tanh_16
0.3002361059188843,0.08669820782415603,304,2_tanh_3_tanh_18
0.24267200101166964,0.12259954253520547,325,2_tanh_3_tanh_20
0.1831971462816,0.09545226293495843,394,2_tanh_3_tanh_25
0.5495532900094986,0.08160389093301328,203,2_tanh_3_tanh_30
0.2617471106350422,0.03760086230449757,380,2_tanh_3_tanh_35
0.552070327103138,0.0042411661757511526,183,2_tanh_3_tanh_40
0.20526137994602323,0.10711161496069448,389,2_tanh_3_tanh_45
0.5551959574222565,0.006871207818981271,178,2_tanh_3_tanh_50
0.3183981738984585,0.11298278886562549,363,2_tanh_4_tanh_3
0.6460134796798229,0.11967393417847298,154,2_tanh_4_tanh_4
0.35133557952940464,0.11286596339954086,284,2_tanh_4_tanh_5
0.6657355725765228,0.08548041602324082,131,2_tanh_4_tanh_6
0.280635267496109,0.06574212895598508,330,2_tanh_4_tanh_7
0.6588047556579113,0.10563549375139875,130,2_tanh_4_tanh_8
0.307009594514966,0.14596142731755266,273,2_tanh_4_tanh_9
0.6355443149805069,0.08157055811263424,152,2_tanh_4_tanh_10
0.6359018720686436,0.10815896848515343,147,2_tanh_4_tanh_12
0.5516643598675728,0.083757245619885,243,2_tanh_4_tanh_14
0.5433644950389862,0.11217596946841926,267,2_tanh_4_tanh_16
0.5567193701863289,0.06837414234369424,205,2_tanh_4_tanh_18
0.5407692827284336,0.08249263303354733,236,2_tanh_4_tanh_20
0.11353520536795259,0.07434602074577465,380,2_tanh_4_tanh_25
0.5298954956233501,0.056855649259051684,220,2_tanh_4_tanh_30
0.5518375784158707,0.006812732598146904,182,2_tanh_4_tanh_35
0.5533585250377655,0.002771414965632315,163,2_tanh_4_tanh_40
0.5922241061925888,0.06867426988522017,135,2_tanh_4_tanh_45
0.5928402915596962,0.0699487755576572,140,2_tanh_4_tanh_50
0.4178278520703316,0.13409730014886911,288,2_tanh_5_tanh_3
0.29321425780653954,0.15605084555186083,359,2_tanh_5_tanh_4
0.2591075301170349,0.18191626469240013,285,2_tanh_5_tanh_5
0.20494634844362736,0.05835974262407227,333,2_tanh_5_tanh_6
0.20889305882155895,0.05993538684609065,344,2_tanh_5_tanh_7
0.26217844896018505,0.1792672276521092,373,2_tanh_5_tanh_8
0.17887798883020878,0.06110414316798972,387,2_tanh_5_tanh_9
0.11698132893070579,0.07027886308703281,443,2_tanh_5_tanh_10
0.15008708089590073,0.06618672796802562,393,2_tanh_5_tanh_12
0.15219793457072228,0.19079430703242048,393,2_tanh_5_tanh_14
0.2755913164000958,0.1887278268191538,331,2_tanh_5_tanh_16
0.07541685411706567,0.06927639486840097,470,2_tanh_5_tanh_18
0.0638393231201917,0.05864946667810098,375,2_tanh_5_tanh_20
0.03342865424929187,0.038350910893725824,368,2_tanh_5_tanh_25
