0.34364837408065796,500
0.27984699606895447,385
0.4459632933139801,347
0.893570065498352,85
0.7652945518493652,143
0.7041506171226501,210
0.573266863822937,374
0.8739637732505798,57
0.43694865703582764,462
0.567859411239624,270
0.2710046172142029,451
0.38141852617263794,321
0.5736395120620728,315
0.8739924430847168,63
0.3094138503074646,273
0.4628404676914215,306
0.4527634382247925,234
0.3356300890445709,500
0.2798897922039032,382
0.41528913378715515,264
0.4727657735347748,362
0.476868599653244,358
0.8718741536140442,44
0.261817067861557,440
0.28978607058525085,437
0.8856785893440247,68
0.867983877658844,89
0.8869432210922241,52
0.4770282506942749,294
0.7502875924110413,162
0.4608502686023712,298
0.31449028849601746,500
0.672951877117157,193
0.30421578884124756,493
0.2664532959461212,500
0.24809832870960236,391
0.24712297320365906,463
0.7854993343353271,128
0.8069958686828613,82
0.7791987061500549,161
0.6791952848434448,257
0.6504939198493958,183
0.675367534160614,384
0.8074699640274048,195
0.5971563458442688,320
0.4631098508834839,480
0.6987645030021667,246
0.7166761755943298,237
0.22992749512195587,394
0.2767108678817749,386
