0.9071506261825562,118
0.8757553696632385,124
0.8932746648788452,128
0.8669095635414124,500
0.8873203992843628,209
0.8909432291984558,88
0.879800021648407,500
0.8790862560272217,500
0.8927004337310791,500
0.866624653339386,500
0.891802966594696,500
0.8897969722747803,500
0.8500551581382751,500
0.8535817861557007,500
0.9020987749099731,85
0.8960579633712769,500
0.9021338224411011,206
0.8796014785766602,138
0.9038294553756714,191
0.8690201640129089,500
0.8873181343078613,223
0.8814056515693665,464
0.904923141002655,137
0.8958485126495361,110
0.8860809206962585,92
